,id,eng_lemma,swe_lemma,status,pos,src
0,ACM1474,,,bronze,N?,ACM
1,ICT2078,,,bronze,N?,ICT
2,ICT2354,,,bronze,N?,ICT
3,ICT2757,,,bronze,N?,ICT
4,ICT1,"""""""a lot"""" """"lots of""""""","""""""mycket av"""" """"massor av""""""",bronze,N?,ICT
5,ICT1037,"""""""energy efficiency"""" """"energy-efficient""""""","""energieffektivisering/energieffektivitet """"energieffektiva""""""",bronze,N?,ICT
6,ICT2702,"""""""real time"""" real-time """,realtid,bronze,N?,ICT
7,ICT60,"""ad hoc [Latin: """"for this"""" (purpose/task/...)]""",till detta,bronze,N?,ICT
8,ACM1023,"""Uncertainty","""Osäkra",bronze,N?,ACM
9,ICT2,(Eclipse’s) Graphical Modeling Project (GMP),,bronze,N?,ICT
10,ICT1189,(U.S.) Federal Information Processing Standards (FIPS),,bronze,N?,ICT
11,ACM1475,* Indicates that the classification is no longer used as of January 1991,,bronze,N?,ACM
12,ACM1476,** Indicates that the classification is no longer used as of January 1998,,bronze,N?,ACM
13,ICT4,1 pulse per second,1 puls per sekund,bronze,N?,ICT
14,ICT5,2D method,2D-metod,bronze,N?,ICT
15,ICT6,2G (Third Generation),2G (andra generationen),bronze,N?,ICT
16,ICT17,3-tier Web,,bronze,N?,ICT
17,ICT7,3D (three dimensional),tre dimensionell,bronze,N?,ICT
18,ICT9,3D modelling,3D-modellering,bronze,N?,ICT
19,ICT8,3D- design,3D-utformning,bronze,N?,ICT
20,ICT10,3D-model,3D-modell,bronze,N?,ICT
21,ICT11,3D-modeling,3D-modellering,bronze,N?,ICT
22,ICT12,3D-printing,3D-skrivare,bronze,N?,ICT
23,ICT13,3D-visualization,3D-visualisering,bronze,N?,ICT
24,ACM1069,3D/stereo scene analysis,Scenanalys i 3D/stereo,bronze,N?,ACM
25,ICT14,3G (Third Generation),3G (tredje generationen),bronze,N?,ICT
26,ICT15,3rd Generation Partnership Project (3GPP),,bronze,N?,ICT
27,ICT16,3rd Generation Partnership Project (3GPP2),,bronze,N?,ICT
28,ICT18,4G (Fourth Generation),4G (fjärde generationen),bronze,N?,ICT
29,ICT19,6LoWPAN (IPv6 over Low power Wireless Personal Area Networks),,bronze,N?,ICT
30,ICT3,[FIPS-201] Personal Identity Verification (PIV),,bronze,N?,ICT
31,ICT20,AAA (Authentication,AAA (autentisering,bronze,N?,ICT
32,ICT21,abandon,övergiva,bronze,N?,ICT
33,ICT22,ability,förmåga,bronze,N?,ICT
34,ICT23,absence,frånvaro,bronze,N?,ICT
35,ICT24,absolute semantic,absolut semantisk,bronze,N?,ICT
36,ICT25,abstract,abstrakt,bronze,N?,ICT
37,GF1,abstract,abstrakt,silver,A,GF
38,GF2,abstract data type,abstrakt datatyp,silver,N,GF
39,ACM437,Abstract data types,Abstrakta datatyper,bronze,N?,ACM
40,GF3,abstract method,abstrakt metod,silver,N,GF
41,ICT26,abstract program models,abstrakta programmodeller,bronze,N?,ICT
42,ICT27,Abstract Syntax Notation.One (ASN.1),,bronze,N?,ICT
43,GF4,abstract,utdrag,silver,N,GF
44,ACM871,Abstracting methods,,bronze,N?,ACM
45,ICT28,abstraction,abstraktion,bronze,N?,ICT
46,GF5,abstraction,abstraktion,silver,N,GF
47,ACM1370,Abuse and crime involving computers,Missbruk och kriminalitet i samband med datorer,bronze,N?,ACM
48,ACM1380,Abuse and crime involving computers [**],Missbruk och  brott i samband med datorer [**],bronze,N?,ACM
49,GF6,accelerate, accelerera,silver,V,GF
50,GF7,acceleration,acceleration,silver,N,GF
51,ICT29,acceleration|s,acceleration|er,bronze,N?,ICT
52,GF8,accelerator,accelerator,silver,N,GF
53,ICT30,accelerometer,accelerometern,bronze,N?,ICT
54,ICT31,accept accepts acceptable accepted accepting,acceptera accepterar godtagbart accepteras acceptera,bronze,N?,ICT
55,GF9,accept, acceptera,silver,V,GF
56,GF10,acceptance,godkännande,silver,N,GF
57,ICT32,access accessing accessed accessible,tillgång åtkomst nås åtkomlig,bronze,N?,ICT
58,ICT33,access control,atkomstkontroll,bronze,N?,ICT
59,GF11,access control,åtkomstkontroll,silver,N,GF
60,ACM505,Access controls,Åtkomstkontroller,bronze,N?,ACM
61,ACM832,Access methods,,bronze,N?,ACM
62,ACM488,Access methods,Åtkomstmetoder,bronze,N?,ACM
63,ICT34,access model,åtkomstmetod,bronze,N?,ICT
64,ACM263,Access schemes,Åtkomstscheman,bronze,N?,ACM
65,GF12,access,åtkomst,silver,N,GF
66,ICT35,accessibility,tillgänglighet framkomlighet,bronze,N?,ICT
67,ICT36,accessibility promise,framkomlighetslöfte,bronze,N?,ICT
68,GF13,accessibility,tillgänglighet,silver,N,GF
69,ICT37,accommodate|s,ackommodera,bronze,N?,ICT
70,ICT38,accompanied,åtföljd,bronze,N?,ICT
71,GF14,accompany, medfölja,silver,V,GF
72,ICT39,according,enligt,bronze,N?,ICT
73,ICT40,account accounts,konto konton,bronze,N?,ICT
74,GF15,account,konto,silver,N,GF
75,ICT41,accounting,redovisning,bronze,N?,ICT
76,GF16,accounting software,bokföringsprogram,silver,N,GF
77,ACM1358,Accreditation,Ackreditering,bronze,N?,ACM
78,ACM1365,Accreditation [**],Ackreditering/godkännande,bronze,N?,ACM
79,ICT42,accumulated,ackumulerade,bronze,N?,ICT
80,GF17,accumulator,ackumulator,silver,N,GF
81,ICT43,accuracy,noggrannhet/exakthet,bronze,N?,ICT
82,GF18,accuracy,noggrannhet,silver,N,GF
83,ICT44,accurate,ackurat/noggrann/exakt,bronze,N?,ICT
84,ICT45,achieve achieves achieved,uppnå uppnår uppnådda,bronze,N?,ICT
85,GF19,achieve, uppnå,silver,V,GF
86,ICT46,acknowledge acknowledgement acknowledgements acknowledged,erkänna kvittens kvittenser kvitto,bronze,N?,ICT
87,GF20,acknowledge, erkänna,silver,V,GF
88,GF21,acoustic,akustisk,silver,A,GF
89,GF22,acoustic,akustik,silver,N,GF
90,ICT47,acoustic|s,akustik,bronze,N?,ICT
91,ICT48,acquisition,anskaffning,bronze,N?,ICT
92,GF23,acronym,akronym,silver,N,GF
93,ICT49,across,tvärs/över,bronze,N?,ICT
94,ICT50,act acts acting,agera agerar agerar/agerande,bronze,N?,ICT
95,GF24,act, agera,silver,V,GF
96,GF25,act,handling,silver,N,GF
97,ICT51,action plan,åtgärdsprogram,bronze,N?,ICT
98,ICT52,action research,aktionsforskning,bronze,N?,ICT
99,GF26,action,handling,silver,N,GF
100,ICT53,activate activation,aktivera aktiverings,bronze,N?,ICT
101,GF27,activation,aktivering,silver,N,GF
102,GF28,active,aktiv,silver,A,GF
103,ICT54,active activated activation activity activities,aktiv aktiverad aktivering aktivitetsverksamhet,bronze,N?,ICT
104,ICT55,Active Management Technology (AMT),,bronze,N?,ICT
105,ICT56,activity activities,aktivitet aktiviteter,bronze,N?,ICT
106,GF29,actor,skådespelare,silver,N,GF
107,ICT57,actor|s,aktör|er,bronze,N?,ICT
108,ICT58,actual actually,faktiska faktiskt,bronze,N?,ICT
109,ICT59,actuators,ställdon,bronze,N?,ICT
110,GF30,ad,reklam,silver,N,GF
111,ACM215,Adaptable architectures,Anpassningsbara arkitekturer,bronze,N?,ACM
112,ICT61,adaptation,anpassning,bronze,N?,ICT
113,GF31,adaptation,anpassning,silver,N,GF
114,ICT62,adapter adapters adapt adapted adaptive adapting,adapter adaptrar anpassa anpassad adaptiv/anpassningsbar anpassning,bronze,N?,ICT
115,GF32,adapter,adapter,silver,N,GF
116,GF33,adaptive,adaptiv,silver,A,GF
117,ACM704,Adaptive and iterative quadrature,,bronze,N?,ACM
118,ICT63,add adds added,adderar tillägger tillsatt,bronze,N?,ICT
119,ICT64,addition additional,därtill ytterligare,bronze,N?,ICT
120,GF34,additional,ytterligare,silver,A,GF
121,ICT65,address addressing addresses addressed addressable,adress/adressera adresserar adresser adresserade adresserbar,bronze,N?,ICT
122,GF35,address space,adressrymd,silver,N,GF
123,GF36,address, adressera,silver,V,GF
124,GF37,address,adress,silver,N,GF
125,ICT66,address-centric,adress-centrerad,bronze,N?,ICT
126,ICT67,addressing model,adresseringsmodell,bronze,N?,ICT
127,ICT68,adjustment,trimning/justering,bronze,N?,ICT
128,GF38,administrative,administrativ,silver,A,GF
129,ACM1289,ADMINISTRATIVE DATA PROCESSING,ADMINISTRATIV DATABEHANDLING,bronze,N?,ACM
130,ICT69,administrators administratively administrative administration,administratörer administrativt administrativ administrering,bronze,N?,ICT
131,GF39,admission requirement,tillträdeskrav,silver,N,GF
132,ICT70,adopts adopted adoption adopting,antar antas/antog antagande antar,bronze,N?,ICT
133,ICT71,advance advances advanced advancing,avancera framsteg avancerade avancera,bronze,N?,ICT
134,GF40,advance, avancera,silver,V,GF
135,GF41,advance,framsteg,silver,N,GF
136,ICT72,Advanced Encryption Standard (AES),,bronze,N?,ICT
137,ICT73,Advanced Metering Infrastructure (AMI),,bronze,N?,ICT
138,ACM162,Advanced technologies,Avancerade tekniker,bronze,N?,ACM
139,ICT74,advantage advantages,fördel fördelar,bronze,N?,ICT
140,ICT75,advantages,fördelar,bronze,N?,ICT
141,ICT76,advertisements,annonser,bronze,N?,ICT
142,ICT77,advice advisory,rådgivning rådgivande,bronze,N?,ICT
143,ACM1299,Aerospace,Rymdfart,bronze,N?,ACM
144,ICT78,aesthetic interaction,estetisk interaktion,bronze,N?,ICT
145,GF42,affect, påverka,silver,V,GF
146,ICT80,affective interaction,påverkande interaktion,bronze,N?,ICT
147,ICT79,affect|s,påverka|r,bronze,N?,ICT
148,ICT81,affordable,prisvärd,bronze,N?,ICT
149,ICT82,again,igen,bronze,N?,ICT
150,ICT83,agency agencies,agentur byrå,bronze,N?,ICT
151,GF43,agency,byrå,silver,N,GF
152,ICT84,agenda,agenda/dagordning,bronze,N?,ICT
153,ICT85,agent agents,agent/representant/ombud,bronze,N?,ICT
154,GF44,agent,agent,silver,N,GF
155,ICT86,aggregate aggregated aggregation,aggregat aggregerade aggregering,bronze,N?,ICT
156,GF45,aggregation,aggregation,silver,N,GF
157,ICT87,aggregator,,bronze,N?,ICT
158,ICT90,aggressive,aggressiv,bronze,N?,ICT
159,GF46,agile,agil,silver,A,GF
160,ICT88,agile,agila,bronze,N?,ICT
161,ICT91,agile,vig,bronze,N?,ICT
162,GF47,agile software development,agil mjukvaruutveckling,silver,N,GF
163,ICT92,agree agrees agreed,samtycka samtycker överenskomna,bronze,N?,ICT
164,ICT89,agreement agreements,avtal,bronze,N?,ICT
165,GF48,agreement,avtal,silver,N,GF
166,GF49,aid, hjälpa,silver,V,GF
167,GF50,aim, syfta,silver,V,GF
168,GF51,aim,syfte,silver,N,GF
169,ICT93,aiming,siktar,bronze,N?,ICT
170,GF52,airflow,luftflöde,silver,N,GF
171,ICT94,airports,flygplatser,bronze,N?,ICT
172,ICT95,airspace,luftrummet,bronze,N?,ICT
173,ICT96,alarm alarms,larm,bronze,N?,ICT
174,ICT97,alarm system,larmsystem,bronze,N?,ICT
175,ICT98,alarmclock,väckarklocka,bronze,N?,ICT
176,ICT99,alert,alert/varna,bronze,N?,ICT
177,GF53,algebra,algebra,silver,N,GF
178,ICT100,algebraic,algebraisk,bronze,N?,ICT
179,GF54,algebraic,algebraisk,silver,A,GF
180,ACM985,Algebraic algorithms,Algebraiska algoritmer,bronze,N?,ACM
181,ACM621,Algebraic approaches to semantics,Algebraiska sätt att behandla semantik,bronze,N?,ACM
182,ACM655,Algebraic language theory,,bronze,N?,ACM
183,ICT101,algorithm algorithms,algoritm algoritmer,bronze,N?,ICT
184,GF55,algorithm analysis,algoritmanalys,silver,N,GF
185,ACM800,Algorithm design and analysis,,bronze,N?,ACM
186,GF56,algorithm design techniques,algoritmdesigntekniker,silver,N,GF
187,GF57,algorithm design,algoritmdesign,silver,N,GF
188,GF58,algorithm,algoritm,silver,N,GF
189,GF59,algorithmic,algoritmisk,silver,A,GF
190,ACM1224,Algorithms,Algoritmer,bronze,N?,ACM
191,ACM55,Algorithms,Algoritmer,bronze,N?,ACM
192,ACM984,Algorithms (F.2.1,Algoritmer (F.2.1,bronze,N?,ACM
193,ACM163,Algorithms implemented in hardware,Algoritmer implementerade i maskinvara,bronze,N?,ACM
194,ICT102,aliasing,aliaserande,bronze,N?,ICT
195,ICT103,alignment,"""utstakning/rätning/""""i linje med""""""",bronze,N?,ICT
196,ICT104,All Digital Phase-Locked Loop (ADPLL),,bronze,N?,ICT
197,ICT107,all-IP network,all-IP-nätverk,bronze,N?,ICT
198,ICT105,alleviate,lindra,bronze,N?,ICT
199,ICT106,alliance alliances,allians allianser,bronze,N?,ICT
200,GF60,alliance,förbund,silver,N,GF
201,ICT108,allocation allocates allocated,allokering allokerar allokeras/allokerade,bronze,N?,ICT
202,GF61,allocation,fördelning,silver,N,GF
203,ACM478,Allocation/deallocation strategies,,bronze,N?,ACM
204,ICT109,allow allows allowed allowing,tillåta tillåter tillåtet/tillät tillåter,bronze,N?,ICT
205,GF62,allow, låta,silver,V,GF
206,ICT110,alphabet,alfabet/bokstavs,bronze,N?,ICT
207,ICT111,alphanumeric,alfanumerisk,bronze,N?,ICT
208,ICT112,already,redan,bronze,N?,ICT
209,ICT113,altering,förändra,bronze,N?,ICT
210,GF63,alternate, växla,silver,V,GF
211,ACM579,Alternation and nondeterminism,Växling och icke-determinism,bronze,N?,ACM
212,ICT114,alternative alternatives alternate alternating alternatively,alternativ alternativ alterera alternerande alternativt,bronze,N?,ICT
213,ICT115,although,"""""""även om""""/fastän""",bronze,N?,ICT
214,ICT116,altruistic,altruistiska,bronze,N?,ICT
215,ICT117,always,alltid,bronze,N?,ICT
216,ICT118,Amazon Elastic Compute Cloud Application Programming Interface (EC2API),,bronze,N?,ICT
217,ICT119,ambient information system,omgivande informationssystem,bronze,N?,ICT
218,ICT120,ambient intelligence,intelligent omgivning ,bronze,N?,ICT
219,ICT121,ambient interface,omgivande gränssnitt,bronze,N?,ICT
220,ICT122,ambient networks,omgivande nätverk,bronze,N?,ICT
221,ICT123,amend amended amending,ändra ändras ändrings,bronze,N?,ICT
222,ICT124,amendment|s,ändring|AR,bronze,N?,ICT
223,ICT125,amount|s,belopp uppgår,bronze,N?,ICT
224,ICT126,amplifier,förstärkare,bronze,N?,ICT
225,GF64,amplitude,amplitud,silver,N,GF
226,ICT127,amplitude-shift,amplitud-skift,bronze,N?,ICT
227,ICT128,amusement,nöjen/underhållning,bronze,N?,ICT
228,ICT129,analog,analog,bronze,N?,ICT
229,ACM216,Analog computers,Analoga datorer,bronze,N?,ACM
230,ACM229,Analog computers [**],Analoga datorer [**],bronze,N?,ACM
231,ICT130,analog front-end,analog framända,bronze,N?,ICT
232,ICT131,analogical reasoning in computer concept,,bronze,N?,ICT
233,ACM1036,Analogies,Analogier,bronze,N?,ACM
234,ICT132,analogous,analog/likartad,bronze,N?,ICT
235,GF65,analyse, analysera,silver,V,GF
236,ICT133,analysis,analys,bronze,N?,ICT
237,ACM986,Analysis of algorithms,Analys av algoritmer,bronze,N?,ACM
238,ACM593,ANALYSIS OF ALGORITHMS AND PROBLEM COMPLEXITY (6,ANALYS AV ALGORITMER OCH PROBLEMKOMPLEXITET (6,bronze,N?,ACM
239,ICT134,analysis of experimental data,analys av experimentell data,bronze,N?,ICT
240,GF66,analysis,analys,silver,N,GF
241,ICT135,analytical,analytisk,bronze,N?,ICT
242,GF67,analytical,analytisk,silver,A,GF
243,ICT136,analyze analyzed,analysera analyseras,bronze,N?,ICT
244,ICT137,anchor,ankare,bronze,N?,ICT
245,ICT138,angle,vinkel,bronze,N?,ICT
246,ICT139,animal,djur,bronze,N?,ICT
247,ACM1135,Animation,Animering,bronze,N?,ACM
248,ACM1250,Animation,Animering,bronze,N?,ACM
249,ACM930,Animations,,bronze,N?,ACM
250,GF68,anisotropic,anisotrop,silver,A,GF
251,ICT140,announce announces announcement announcements announced announcer announcing,annonsera/meddela tillkännager meddelande meddelanden tillkännages speakern meddelar,bronze,N?,ICT
252,ICT141,annoyed,irriterad/förargad,bronze,N?,ICT
253,ICT142,annual,årlig,bronze,N?,ICT
254,ICT143,anonymous,anonym,bronze,N?,ICT
255,ICT144,answer answers answering answered,besvara svarar/svar svarar svarade/besvarats,bronze,N?,ICT
256,GF69,answer,svar,silver,N,GF
257,ACM1015,Answer/reason extraction,Extraktion av svar/härledning,bronze,N?,ACM
258,ICT146,antenna array,antennrad/antennordning,bronze,N?,ICT
259,GF70,antenna,antenn,silver,N,GF
260,ICT145,antenna|s,antenn antenner,bronze,N?,ICT
261,ACM1101,Antialiasing [**],Antialiasing,bronze,N?,ACM
262,GF71,antibiotic,antibiotikum,silver,N,GF
263,ICT147,anticipated,förväntad,bronze,N?,ICT
264,GF72,antivirus,antivirus,silver,N,GF
265,ICT148,aperiodic,aperiodisk,bronze,N?,ICT
266,ICT149,apparatus,apparat,bronze,N?,ICT
267,ICT150,appear appearance appeared,synas utseende verkade,bronze,N?,ICT
268,ICT151,appliance appliances,apparat apparater,bronze,N?,ICT
269,GF73,appliance,tillämpning,silver,N,GF
270,ICT152,applicable applicability,tillämplig tillämpbarhet,bronze,N?,ICT
271,ICT153,application (app),tillämpning (app),bronze,N?,ICT
272,ICT154,application applications applicable,tillämpning tillämpningar tillämpbar,bronze,N?,ICT
273,ICT155,application developer,programutvecklaren,bronze,N?,ICT
274,ICT156,application development,apputveckling,bronze,N?,ICT
275,ACM1108,Application packages,Applikationspaket,bronze,N?,ACM
276,ACM1463,Application Packages,Tillämpningsprogram,bronze,N?,ACM
277,ICT158,application programming interface (API),programmeringsgränssnitt (API),bronze,N?,ICT
278,ICT159,application scalability,tillämpningsskalbarhet,bronze,N?,ICT
279,GF74,application software,tillämpningsprogram,silver,N,GF
280,ICT161,application specific intergrated circuit (ASIC),tillämpningsspecifik inbygd krets (ASIC),bronze,N?,ICT
281,ICT162,application utilization,tillämpningsutnyttjande,bronze,N?,ICT
282,GF75,application,applikation,silver,N,GF
283,ICT157,application-level,applikationsnivå,bronze,N?,ICT
284,ICT160,application-specific,applikationsspecifika,bronze,N?,ICT
285,ACM1143,Applications,Tillämpningar,bronze,N?,ACM
286,ACM1202,Applications,Tillämpningar,bronze,N?,ACM
287,ACM1226,Applications,Tillämpningar,bronze,N?,ACM
288,ACM1242,Applications,Tillämpningar,bronze,N?,ACM
289,ACM761,Applications,Tillämpningar,bronze,N?,ACM
290,ACM778,Applications,Tillämpningar,bronze,N?,ACM
291,ACM994,Applications,Tillämpningar,bronze,N?,ACM
292,ACM249,Applications (SMTP,Tillämpningar (SMTP,bronze,N?,ACM
293,ACM1000,Applications and Expert Systems (H.4,Tillämpningar och expertsystem (H.4,bronze,N?,ACM
294,ACM422,Applicative (functional) languages,Applikationsspråk (funktionella språk),bronze,N?,ACM
295,ACM304,Applicative (Functional) Programming,Applikativ (funktionell programmering,bronze,N?,ACM
296,GF76,applied data science,applicerad datavetenskap,silver,N,GF
297,ICT163,applied statistics in engineering,tillämpad statistisk i ingenjörsarbete,bronze,N?,ICT
298,ICT164,apply applies applying applied,applicera,bronze,N?,ICT
299,GF77,apply, applicera,silver,V,GF
300,ICT165,appointed,utsedd,bronze,N?,ICT
301,ICT166,approach approaches approachable approaching,metod metoder  tillgänglig annalkande,bronze,N?,ICT
302,ICT167,appropriate,lämpligt,bronze,N?,ICT
303,GF78,appropriate, bestämma,silver,V,GF
304,ICT168,approve approves approved approval,godkänna godkänner godkänd godkännande,bronze,N?,ICT
305,ACM1158,Approximate methods,Approximativa metoder,bronze,N?,ACM
306,GF79,approximate, approximera,silver,V,GF
307,ICT169,approximately,cirka/ungefär,bronze,N?,ICT
308,ACM680,Approximation,,bronze,N?,ACM
309,ACM681,Approximation of surfaces and contours,,bronze,N?,ACM
310,GF80,approximation,approximation,silver,N,GF
311,ICT170,arbitrarily,godtyckligt,bronze,N?,ICT
312,ACM1300,Archaeology,Arkeologi,bronze,N?,ACM
313,GF81,architect,arkitekt,silver,N,GF
314,GF82,architectural,arkitekturell,silver,A,GF
315,ACM1317,Architecture,Arkitektur,bronze,N?,ACM
316,ACM1070,Architecture and control structures [**],Arkitektur och kontrollstrukturer [**],bronze,N?,ACM
317,ICT171,architecture architectures architectural,arkitektur,bronze,N?,ICT
318,GF83,architecture,arkitektur,silver,N,GF
319,ACM966,Architectures,,bronze,N?,ACM
320,ICT172,archive archiving,arkiv arkivering,bronze,N?,ICT
321,ICT173,area areas,område områden,bronze,N?,ICT
322,GF84,argue, argumentera,silver,V,GF
323,GF85,argument,argument,silver,N,GF
324,ICT174,argument|s,argumentet/argument,bronze,N?,ICT
325,ICT175,arises,uppstår,bronze,N?,ICT
326,ACM39,ARITHMETIC AND LOGIC STRUCTURES,ARITMETISKA OCH LOGISKA STRUKTURER,bronze,N?,ACM
327,ACM117,Arithmetic and logic units,Aritmetiska och logiska enheter,bronze,N?,ACM
328,GF86,arithmetic,aritmetik,silver,N,GF
329,ACM206,Array and vector processors,,bronze,N?,ACM
330,GF87,array,fält,silver,N,GF
331,ICT177,arrayed waveguide grating,,bronze,N?,ICT
332,ACM537,Arrays,Vektorer,bronze,N?,ACM
333,ICT176,array|s,array|er,bronze,N?,ICT
334,ICT179,arrival arrive arrives arriving,ankomst anlända/komma anländer anländer ,bronze,N?,ICT
335,ICT178,arrival signal and processing,ankomstsignal och bearbetning,bronze,N?,ICT
336,GF88,arrival,ankomst,silver,N,GF
337,ICT180,artefact,artefakt,bronze,N?,ICT
338,ICT181,article articles,artikel artiklar,bronze,N?,ICT
339,GF89,article,artikel,silver,N,GF
340,GF90,articulate, artikulera,silver,V,GF
341,GF91,artificial,artificiell,silver,A,GF
342,ACM996,ARTIFICIAL INTELLIGENCE,ARTIFICIELL INTELLIGENS,bronze,N?,ACM
343,GF92,artificial intelligence,artificiell intelligens,silver,N,GF
344,ACM931,Artificial,,bronze,N?,ACM
345,ICT182,artificially,artificiellt,bronze,N?,ICT
346,ACM1316,ARTS AND HUMANITIES,KONST OCH HUMANIORA,bronze,N?,ACM
347,ACM1318,Arts,Sköna konsterna och dans/sång/teater [**],bronze,N?,ACM
348,ICT184,AS-level topology,AS-nivå topologi,bronze,N?,ICT
349,ICT183,ask asks asking,fråga frågar be,bronze,N?,ICT
350,ICT185,aspect aspects,aspekt aspekter,bronze,N?,ICT
351,GF93,aspect,aspekt,silver,N,GF
352,ICT186,assembly assemble assembled,montering montera monterad,bronze,N?,ICT
353,GF94,assembly code,assemblykod,silver,N,GF
354,GF95,assembly programming,assemblerprogrammering,silver,N,GF
355,GF96,assembly,assembly,silver,N,GF
356,ACM346,Assertion checkers,,bronze,N?,ACM
357,ACM614,Assertions,Påståenden,bronze,N?,ACM
358,GF97,assess, bedöma,silver,V,GF
359,GF98,assessment,bedömning,silver,N,GF
360,ICT187,asset|s,tillgångs tillgångar,bronze,N?,ICT
361,GF99,assign, tilldela,silver,V,GF
362,GF100,assignment,inlämningsuppgift,silver,N,GF
363,ICT188,assigns assigned assignment assignments,delar tilldelade  tilldelning/uppdrag  tilldelningar/uppdragen,bronze,N?,ICT
364,ICT189,assist assists assistant assistance,bistå assist assistent assistans,bronze,N?,ICT
365,GF101,assist, hjälpa,silver,V,GF
366,GF102,assistant,assistent,silver,N,GF
367,ACM1381,Assistive technologies for persons with disabilities,Stödtekniker för personer med funktionshinder,bronze,N?,ACM
368,ICT190,associate associating associated association,associera associera associerad sammanslutning,bronze,N?,ICT
369,GF103,associate, associera,silver,V,GF
370,GF104,association,samband,silver,N,GF
371,GF105,associative,associativ,silver,A,GF
372,ICT191,associative business intelligence,associativ omvärldsbevakning,bronze,N?,ICT
373,ACM65,Associative memories,Associativa minnen,bronze,N?,ACM
374,ACM207,Associative processors,Associativa processorer,bronze,N?,ACM
375,GF106,assume, anta,silver,V,GF
376,ICT192,assumed,antog,bronze,N?,ICT
377,ICT193,assurance,försäkran,bronze,N?,ICT
378,ACM1301,Astronomy,Astronomi,bronze,N?,ACM
379,ICT194,asymmetric,asymmetrisk,bronze,N?,ICT
380,GF107,asymmetric,asymmetrisk,silver,A,GF
381,ICT195,asymmetric cryptography,asymmetrisk kryptografi,bronze,N?,ICT
382,ICT196,asymmetric digital subscriber line (ADSL),,bronze,N?,ICT
383,GF108,asymptotic,asymptotisk,silver,A,GF
384,GF109,asynchronous,asynkron,silver,A,GF
385,ICT197,asynchronous asynchronously,asynkron asynkront,bronze,N?,ICT
386,ICT198,asynchronous communication,asynkron kommunikation,bronze,N?,ICT
387,ACM957,Asynchronous interaction,,bronze,N?,ACM
388,ICT199,asynchronous message passing,asynkrona meddelande passerar,bronze,N?,ICT
389,ACM237,Asynchronous Transfer Mode (ATM),Asynkron överföringsmod (ATM),bronze,N?,ACM
390,ACM95,Asynchronous/synchronous operation,Asynkront/synkront funktionssätt,bronze,N?,ACM
391,ICT200,atomic,atomisk,bronze,N?,ICT
392,ICT201,atomic shared registers,atomic delade registren,bronze,N?,ICT
393,ICT202,attach/attaches attached attachment attachments,fästa/fäster bifogade  bilaga bilagor,bronze,N?,ICT
394,GF110,attachment,bilaga,silver,N,GF
395,ICT203,attack attacks attacker,attack attacker Attackeraren,bronze,N?,ICT
396,GF111,attack model,attackmodell,silver,N,GF
397,GF112,attack, angripa,silver,V,GF
398,GF113,attack,attack,silver,N,GF
399,ICT204,attempt attempts attempting,försök försök som försöker,bronze,N?,ICT
400,ICT205,attendant attended,skötare deltog,bronze,N?,ICT
401,GF114,attenuation,försvagning,silver,N,GF
402,ICT206,attracted,lockade,bronze,N?,ICT
403,ICT207,attribute attributes,attribut attributen,bronze,N?,ICT
404,GF115,attribute,attribut,silver,N,GF
405,ICT208,attribute-value,attributvärde,bronze,N?,ICT
406,ICT209,audible,hörbar,bronze,N?,ICT
407,ICT210,audio,ljud,bronze,N?,ICT
408,ACM932,Audio input/output,,bronze,N?,ACM
409,GF116,audio,ljud,silver,N,GF
410,ICT211,auditing,revision,bronze,N?,ICT
411,ACM937,Auditory (non-speech) feedback,,bronze,N?,ACM
412,ICT212,auditory alert,ljudsignaler,bronze,N?,ICT
413,ICT213,augmented,förstärkt,bronze,N?,ICT
414,ICT214,augmented reality,förstärkt verklighet,bronze,N?,ICT
415,ICT215,authenticate authenticity authenticated authentication authentications authenticator authenticating,verifiera äktheten authenticated autentiserings autentiseringar verifieraren autentiserande,bronze,N?,ICT
416,ACM1439,Authentication,Autentisering,bronze,N?,ACM
417,ACM506,Authentication,Autentisering,bronze,N?,ACM
418,ICT216,authentication and data confidentiality,autentisering och datasekretess,bronze,N?,ICT
419,GF117,authentication,autentisering,silver,N,GF
420,ICT217,authenticator,verifieraren,bronze,N?,ICT
421,ICT218,authenticity,äkthet,bronze,N?,ICT
422,ICT220,author authors authority authorities authorized authorization,författare författarna auktoritet myndigheterna auktoriserad auktorisation,bronze,N?,ICT
423,GF118,authore, författa,silver,V,GF
424,GF119,authority,myndighet,silver,N,GF
425,ICT219,authorization,tillstånd,bronze,N?,ICT
426,ICT222,auto-correlation,autokorrelations,bronze,N?,ICT
427,ICT221,autoconfiguration,autokonfiguration/självkonfiguration,bronze,N?,ICT
428,ACM572,Automata (e.g.,Automater (t.ex. ändliga,bronze,N?,ACM
429,GF120,automata theory,automatteori,silver,N,GF
430,ICT223,automate,automatisering,bronze,N?,ICT
431,GF121,automate, automatisera,silver,V,GF
432,GF122,automated,automatiserad,silver,A,GF
433,ICT224,automated debugging,automatiserad felsökning,bronze,N?,ICT
434,ICT225,automated documentation,automatiserad dokumentation,bronze,N?,ICT
435,ICT226,automated model generation,automatiserad modell generering,bronze,N?,ICT
436,ICT227,automated test framework,automatiserad ramtest,bronze,N?,ICT
437,ACM1009,Automatic analysis of algorithms,Automatisk analys av algoritmer,bronze,N?,ACM
438,ICT228,automatic automatically,automatisk automatiskt,bronze,N?,ICT
