id,eng_lemma,swe_lemma,status,pos,src,exist_in_english,exist_in_swedish,spell
ACM1122,hierarchy and geometric transformations,hierarki och geometriska transformationer,silver,N?,ACM,False,True,eng
ACM1344,history of computing,databehandlingens historia,silver,N?,ACM,False,True,eng
ACM457,incremental compilers,inkrementella kompilatorer,silver,N?,ACM,True,False,swe
ACM1017,inference engines,inferensmotorer,silver,N?,ACM,True,False,swe
ACM580,interactive and reactive computation,interaktiv och reaktiv databehandling,silver,N?,ACM,False,True,eng
ACM6,introductory and survey,introduktion och överblick,silver,N?,ACM,False,True,eng
ACM242,isdn,isdn,silver,N?,ACM,False,False,both
ACM1169,kalman filtering,kalmanfiltrering,silver,N?,ACM,False,True,eng
ACM1062,kinematics and dynamics,kinematik och dynamik,silver,N?,ACM,False,False,both
ACM1047,language parsing and understanding,språkparsning och språkförståelse,silver,N?,ACM,False,False,both
ACM28,languages and compilers,språk och kompilatorer,silver,N?,ACM,False,True,eng
ACM1082,languages and structures,språk och strukturer,silver,N?,ACM,False,True,eng
ACM1272,languages and systems,språk och system,silver,N?,ACM,False,True,eng
ACM1397,legal aspects of computing,rättsliga aspekter på databehandling,silver,N?,ACM,False,True,eng
ACM1308,life and medical sciences,biologi och medicin,silver,N?,ACM,False,True,eng
ACM616,logics of programs,logik hos program,silver,N?,ACM,False,True,eng
ACM428,macro and assembly languages,makrospråk och assemblerspråk,silver,N?,ACM,False,False,both
ACM1306,mathematics and statistics,matematik och statistik,silver,N?,ACM,False,True,eng
ACM1005,medicine and science,medicin och naturvetenskap,silver,N?,ACM,False,True,eng
ACM1127,methodology and techniques,metoder och tekniker,silver,N?,ACM,False,True,eng
ACM167,microprocessors and microcomputers,mikroprocessorer och mikrodatorer,silver,N?,ACM,False,True,eng
ACM1243,model validation and analysis,modellvalidering och analys,silver,N?,ACM,False,True,eng
ACM520,modeling and prediction,modellering och förutsägelse,silver,N?,ACM,False,True,eng
ACM194,modeling of computer architecture,modellering av datorarkitektur,silver,N?,ACM,False,True,eng
ACM571,models of computation,modeller för databehandling,silver,N?,ACM,False,True,eng
ACM578,modes of computation,databehandlingsmetoder,silver,N?,ACM,False,True,eng
ACM328,modules and interfaces,moduler och gränssnitt,silver,N?,ACM,False,True,eng
ACM1256,monte carlo,monte carlo,silver,N?,ACM,False,False,both
ACM1083,multiagent systems,multiagentsystem,silver,N?,ACM,False,True,eng
ACM236,network architecture and design,nätarkitektur och design,silver,N?,ACM,False,True,eng
ACM987,nonalgebraic algorithms,icke-algebraiska algoritmer,silver,N?,ACM,False,True,eng
ACM581,online computation,databehandling online,silver,N?,ACM,True,False,swe
ACM512,organization and design,organisation och design,silver,N?,ACM,False,True,eng
ACM582,parallelism and concurrency,parallellism och samtidighet,silver,N?,ACM,False,True,eng
ACM1074,perceptual reasoning,perceptuellt resonerande,silver,N?,ACM,True,False,swe
ACM183,performance and reliability,prestanda och tillförlitlighet,silver,N?,ACM,False,True,eng
ACM279,performance of systems,prestanda för system,silver,N?,ACM,False,True,eng
ACM330,petri nets,petrinät,silver,N?,ACM,False,False,both
ACM1298,physical sciences and engineering,naturvetenskap och teknik,silver,N?,ACM,False,True,eng
ACM1178,pixel classification,pixelklassificering,silver,N?,ACM,True,False,swe
ACM1428,pricing and resource allocation,prissättning och resursallokering,silver,N?,ACM,False,True,eng
ACM583,probabilistic computation,probabilistisk databehandling,silver,N?,ACM,True,False,swe
ACM340,program editors,programeditorer,silver,N?,ACM,True,False,swe
ACM1033,programming languages and software,programspråk och program,silver,N?,ACM,False,True,eng
ACM1415,project and people management,projektstyrning och personaladministration,silver,N?,ACM,False,True,eng
ACM554,public key cryptosystems,kryptosystem med öppna nycklar,silver,N?,ACM,False,True,eng
ACM1139,radiosity,strålning,silver,N?,ACM,False,True,eng
ACM276,real-time and embedded systems,realtidssystem och inbyggda system,silver,N?,ACM,False,True,eng
ACM589,reducibility and completeness,reducerbarhet och fullständighet,silver,N?,ACM,False,True,eng
ACM590,relations among complexity classes,relationer mellan komplexitetsklasser,silver,N?,ACM,False,True,eng
ACM591,relations among complexity measures,relationer mellan komplexitetsmått,silver,N?,ACM,False,True,eng
ACM791,reliability and life testing,tillförlitlighet,silver,N?,ACM,False,True,eng
ACM806,reliability and robustness,tillförlitlighet och robusthet,silver,N?,ACM,False,True,eng
ACM463,retargetable compilers,omriktningsbara kompilatorer,silver,N?,ACM,False,True,eng
ACM606,routing and layout,routning och layout,silver,N?,ACM,False,False,both
ACM252,routing protocols,routingprotokoll,silver,N?,ACM,True,False,swe
ACM464,run-time environments,run-timemiljöer,silver,N?,ACM,True,False,swe
ACM1276,scripting languages,skriptspråk,silver,N?,ACM,True,False,swe
ACM504,security and protection,säkerhet och skydd,silver,N?,ACM,False,True,eng
ACM620,semantics of programming languages,semantik hos programspråk,silver,N?,ACM,False,True,eng
ACM607,sequencing and scheduling,sekvensering och schemaläggning,silver,N?,ACM,False,False,both
ACM983,simplification of expressions,förenkling av uttryck,silver,N?,ACM,False,True,eng
ACM1235,simulation and modeling,simulering och modellering,silver,N?,ACM,False,True,eng
ACM1186,size and shape,storlek och form,silver,N?,ACM,False,True,eng
ACM1312,social and behavioral sciences,socialvetenskap och beteendevetenskap,silver,N?,ACM,False,True,eng
ACM608,sorting and searching,sortering och sökning,silver,N?,ACM,False,True,eng
ACM1049,speech recognition and synthesis,taligenkänning och talsyntes,silver,N?,ACM,False,True,eng
ACM979,symbolic and algebraic manipulation,symbolisk och algebraisk manipulering,silver,N?,ACM,False,True,eng
ACM1420,systems analysis and design,systemanalys och systemkonstruktion,silver,N?,ACM,False,True,eng
ACM526,systems programs and utilities,systemprogram och nyttoprogram,silver,N?,ACM,False,True,eng
ACM355,testing and debugging,testning och avlusning,silver,N?,ACM,False,True,eng
ACM1339,the computer industry,datorindustrin,silver,N?,ACM,False,True,eng
ACM1447,the computing profession,databehandling som yrke,silver,N?,ACM,False,True,eng
ACM1134,three-dimensional graphics and realism,tredimensionell grafik och realism,silver,N?,ACM,False,True,eng
ACM344,top-down programming,top-down-programmering,silver,N?,ACM,True,False,swe
ACM1377,transborder data flow,gränsöverskridande dataflöde,silver,N?,ACM,False,True,eng
ACM161,types and design styles,typer och designmodeller,silver,N?,ACM,False,True,eng
ACM1249,types of simulation,simuleringstyper,silver,N?,ACM,False,True,eng
ACM169,vlsi,vlsi,silver,N?,ACM,False,False,both
ACM296,vlsi systems,vlsi-system,silver,N?,ACM,False,False,both
ACM530,window managers,fönsterhanterare,silver,N?,ACM,True,False,swe
ICT176,array,array,silver,N?,ICT,True,False,swe
ICT392,campus,campus,silver,N?,ICT,True,False,swe
ICT448,chipset,kretsuppsättning,silver,N?,ICT,False,True,eng
ICT447,chip,chip,silver,N?,ICT,True,False,swe
ICT625,context-dependency,kontextberoende,silver,N?,ICT,True,False,swe
ICT976,e-health,ehälsa,silver,N?,ICT,True,False,swe
ICT955,eco-driving,ekokörning,silver,N?,ICT,False,True,eng
ICT1391,handler,hanterare,silver,N?,ICT,True,False,swe
ICT1396,hands-free,handsfree,silver,N?,ICT,True,False,swe
ICT1872,manufacturer,tillverkaretillverkarna,silver,N?,ICT,True,False,swe
ICT2055,multi-layer,flerskiktiga,silver,N?,ICT,False,True,eng
ICT2066,multi-party,flerparti,silver,N?,ICT,False,True,eng
ICT2075,multi-project,multiprojekt,silver,N?,ICT,False,True,eng
ICT2079,multi-purpose,multisyften,silver,N?,ICT,False,True,eng
ICT2081,multi-sensory,multisensorisk,silver,N?,ICT,False,True,eng
ICT2082,multi-slot,flerlucks,silver,N?,ICT,False,False,both
ICT2511,pre-commercial,förkommersiell,silver,N?,ICT,False,True,eng
ICT2521,pre-planning,förprojektering,silver,N?,ICT,False,True,eng
ICT2877,robotic,robotik,silver,N?,ICT,True,False,swe
ICT2985,self-configuring,självkonfigurerande,silver,N?,ICT,True,False,swe
ICT3021,server-based,serverbaserad,silver,N?,ICT,True,False,swe
ICT3449,time-division,tidsmultiplex,silver,N?,ICT,True,False,swe
ICT3580,uni-directional,enkelriktad,silver,N?,ICT,False,True,eng
ICT3758,web-browser,webbläsare,silver,N?,ICT,True,False,swe
