id,eng_lemma,swe_lemma,status,pos,src
ICT318,boundaries,gränser,bronze,N?,ICT
ICT319,bounded,avgränsas,bronze,N?,ICT
ICT320,branch,filial,bronze,N?,ICT
ICT321,branding,varumärkesbyggande,bronze,N?,ICT
ICT325,brewing,bryggning,bronze,N?,ICT
ICT327,brief,kort,bronze,N?,ICT
ICT328,bring,föra,bronze,N?,ICT
ICT330,broad,bred,bronze,N?,ICT
ICT331,broadband,bredband,bronze,N?,ICT
ICT338,broker,mäklare,bronze,N?,ICT
ICT340,browser,webbläsare,bronze,N?,ICT
ICT345,bugs,buggar,bronze,N?,ICT
ICT347,built,byggd,bronze,N?,ICT
ICT349,bunches,klasar,bronze,N?,ICT
ACM264,Buses,Bussar,bronze,N?,ACM
ACM1290,Business,Näringsliv,bronze,N?,ACM
ICT369,butter,smör,bronze,N?,ICT
ICT370,bypassing,förbikoppling,bronze,N?,ICT
ICT377,calculate,beräkna,bronze,N?,ICT
ICT379,calculation,kalkylering,bronze,N?,ICT
ICT383,calibration,kalibrering,bronze,N?,ICT
ICT385,callable,anropbar,bronze,N?,ICT
ICT399,capacity,kapacitet,bronze,N?,ICT
ICT401,car,bil,bronze,N?,ICT
ACM1001,Cartography,Kartografi,bronze,N?,ACM
ICT414,category,kategori,bronze,N?,ICT
ICT418,cellular,cellulär,bronze,N?,ICT
ACM1406,Censorship,Censur,bronze,N?,ACM
ICT421,centric,centrerad,bronze,N?,ICT
ICT422,century,århundrade,bronze,N?,ICT
ICT423,certain,viss,bronze,N?,ICT
ICT426,chain,kedja,bronze,N?,ICT
ICT427,chairman,ordförande,bronze,N?,ICT
ICT436,chaos,kaos,bronze,N?,ICT
ICT438,characteristics,egenskaper,bronze,N?,ICT
ICT441,charms,charmar,bronze,N?,ICT
ICT444,cheating,fusk,bronze,N?,ICT
ACM1302,Chemistry,Kemi,bronze,N?,ACM
ICT446,children,barn,bronze,N?,ICT
ICT449,choice,val,bronze,N?,ICT
ICT454,circular,cirkulär,bronze,N?,ICT
ICT455,circumstances,omständigheter,bronze,N?,ICT
ICT456,citation,citering,bronze,N?,ICT
ICT457,cities,städer,bronze,N?,ICT
ICT473,clone,klon,bronze,N?,ICT
ACM880,Clustering,Klustring,bronze,N?,ACM
ICT490,coexistence,samexistens,bronze,N?,ICT
ICT491,coffee,kaffe,bronze,N?,ICT
ICT492,cognition,kognition,bronze,N?,ICT
ICT498,colleagues,kollegor,bronze,N?,ICT
ACM1189,Color,Färg,bronze,N?,ACM
ACM1136,Color,Färg,bronze,N?,ACM
ICT507,comfort,komfort,bronze,N?,ICT
ICT509,comment,kommentar,bronze,N?,ICT
ICT510,commerce,handel,bronze,N?,ICT
ICT511,commercial,kommersiell,bronze,N?,ICT
ICT514,commission,kommission,bronze,N?,ICT
ICT524,commuting,pendling,bronze,N?,ICT
ICT526,compact,kompakt,bronze,N?,ICT
ICT529,comparison,jämförelse,bronze,N?,ICT
ICT530,compensate,kompensera,bronze,N?,ICT
ICT532,competence,kompetens,bronze,N?,ICT
ICT534,competition,konkurrens,bronze,N?,ICT
ICT535,competitor,konkurrent,bronze,N?,ICT
ACM455,Compilers,Kompilatorer,bronze,N?,ACM
ICT537,complements,komplement,bronze,N?,ICT
ICT539,completeness,fullständighet,bronze,N?,ICT
ICT542,compliant,tillmötesgående,bronze,N?,ICT
ICT545,components,komponenter,bronze,N?,ICT
ICT546,composite,komposit,bronze,N?,ICT
ICT547,comprehension,fattningsförmåga,bronze,N?,ICT
ICT548,comprehensive,omfattande,bronze,N?,ICT
ICT558,computing,datoranvändning,bronze,N?,ICT
ICT560,conceived,uttänkt,bronze,N?,ICT
ICT565,concise,koncis,bronze,N?,ICT
ACM470,Concurrency,Samtidighet,bronze,N?,ACM
ACM842,Concurrency,Samtidighet,bronze,N?,ACM
ACM423,Concurrent,Jämlöpande,bronze,N?,ACM
ICT567,conduits,ledningar,bronze,N?,ICT
ICT568,cone,kon,bronze,N?,ICT
ICT570,conferencing,konferenser,bronze,N?,ICT
ICT571,confidence,förtroende,bronze,N?,ICT
ICT575,confirmation,bekräftelse,bronze,N?,ICT
ICT576,conformance,överensstämmelse,bronze,N?,ICT
ICT583,connection,sammankoppling,bronze,N?,ICT
ICT585,connectionless,anslutningslös,bronze,N?,ICT
ICT586,connectivity,anslutning,bronze,N?,ICT
ICT588,consensus,konsensus,bronze,N?,ICT
ICT592,consistency,konsistens,bronze,N?,ICT
ICT595,constant,konstant,bronze,N?,ICT
ACM440,Constraints,Restriktioner,bronze,N?,ACM
ICT601,consumers,konsumenter,bronze,N?,ICT
ICT627,continuation,fortsättning,bronze,N?,ICT
ACM1252,Continuous,Kontinuerlig,bronze,N?,ACM
ICT631,contract,kontrakt,bronze,N?,ICT
ICT640,convenience,bekvämlighet,bronze,N?,ICT
ICT641,convention,konvention,bronze,N?,ICT
ICT643,convergence,konvergens,bronze,N?,ICT
ICT648,conversion,omvandling,bronze,N?,ICT
ICT653,cooperative,kooperativ,bronze,N?,ICT
ICT655,cooperatives,kooperativen,bronze,N?,ICT
ICT659,coorelation,samordning,bronze,N?,ICT
ACM1400,Copyrights,Copyright,bronze,N?,ACM
ICT665,cordless,sladdlös,bronze,N?,ICT
ICT668,corporate,företags,bronze,N?,ICT
ICT678,count,räkna,bronze,N?,ICT
ICT679,countdown,nedräkning,bronze,N?,ICT
ICT683,countermeasures,motåtgärder,bronze,N?,ICT
ICT680,counterpart,motsvarighet,bronze,N?,ICT
ICT681,counterpoint,kontrapunkt,bronze,N?,ICT
ICT684,counties,länen,bronze,N?,ICT
ICT691,coverage,täckning,bronze,N?,ICT
ICT694,creation,skapande,bronze,N?,ICT
ICT696,criteria,kriterier,bronze,N?,ICT
ICT697,critical,kritisk,bronze,N?,ICT
ICT698,criticized,kritiserats,bronze,N?,ICT
ICT699,cruise,kryssning,bronze,N?,ICT
ICT706,Cryptanalysis,kryptoanalys,bronze,N?,ICT
ICT707,cryptographic,kryptografisk,bronze,N?,ICT
ICT709,cryptography,kryptografi,bronze,N?,ICT
ICT710,cubic,kubisk,bronze,N?,ICT
ICT714,cumulative,kumulativ,bronze,N?,ICT
ICT715,currency,valuta,bronze,N?,ICT
ICT716,current,ström,bronze,N?,ICT
ACM1360,Curriculum,Kursplaner,bronze,N?,ACM
ICT729,cyan,cyan,bronze,N?,ICT
ACM1390,Cybercash,Cyberpengar,bronze,N?,ACM
ICT732,cycling,cykling,bronze,N?,ICT
ICT733,cypher,chiffer,bronze,N?,ICT
ICT736,danger,fara,bronze,N?,ICT
ICT737,dashed,streckad,bronze,N?,ICT
ACM534,Data,Data,bronze,N?,ACM
ICT738,data,data,bronze,N?,ICT
ICT748,datarate,datatakt,bronze,N?,ICT
ICT759,datastore,datalager,bronze,N?,ICT
ACM471,Deadlocks,Dödlägen,bronze,N?,ACM
ICT764,debacle,debacle,bronze,N?,ICT
ICT765,debiting,debitering,bronze,N?,ICT
ACM456,Debuggers,Avlusare,bronze,N?,ACM
ICT767,decayed,skämda,bronze,N?,ICT
ICT769,decimal,decimal,bronze,N?,ICT
ICT772,decision,beslutet,bronze,N?,ICT
ICT776,decrements,dekrement,bronze,N?,ICT
ICT778,dedicated,dedicerad,bronze,N?,ICT
ICT779,deeper,djupare,bronze,N?,ICT
ICT780,default,standard,bronze,N?,ICT
ICT782,deferred,uppskjuten,bronze,N?,ICT
ICT785,degradation,nedbrytning,bronze,N?,ICT
ICT786,degree,grad,bronze,N?,ICT
ICT794,delight,glädje,bronze,N?,ICT
ICT803,dense,tät,bronze,N?,ICT
ICT804,densification,förtätning,bronze,N?,ICT
ICT805,density,densitet,bronze,N?,ICT
ICT806,departing,avgå,bronze,N?,ICT
ICT809,dependencies,beroenden,bronze,N?,ICT
ICT811,depleted,utarmat,bronze,N?,ICT
ICT812,deployed,utplacerade,bronze,N?,ICT
ICT814,deregistration,avregistrering,bronze,N?,ICT
ICT815,derivative,derivat,bronze,N?,ICT
ACM116,Design,Konstruktion,bronze,N?,ACM
ICT827,desperate,desperat,bronze,N?,ICT
ICT829,despite,trots,bronze,N?,ICT
ICT833,detection,detektion,bronze,N?,ICT
ICT834,detector,detektor,bronze,N?,ICT
ICT838,developmental,utvecklings,bronze,N?,ICT
ICT839,deviation,avvikelse,bronze,N?,ICT
ACM358,Diagnostics,Diagnostik,bronze,N?,ACM
ICT845,diagnostics,diagnostik,bronze,N?,ICT
ICT851,differentiate,differentiera,bronze,N?,ICT
ICT852,differently,annorlunda,bronze,N?,ICT
ICT854,diffusion,diffusion,bronze,N?,ICT
ICT855,digging,grävning,bronze,N?,ICT
ICT865,dilemma,dilemma,bronze,N?,ICT
ICT875,disaggregation,disaggregering,bronze,N?,ICT
ICT876,disagreement,oenighet,bronze,N?,ICT
ICT877,disappear,försvinna,bronze,N?,ICT
ICT882,discontinuous,diskontinuerlig,bronze,N?,ICT
ACM1044,Discourse,Diskurs,bronze,N?,ACM
ICT887,disease,sjukdom,bronze,N?,ICT
ICT890,dispersed,dispergerad,bronze,N?,ICT
ICT891,displaced,förskjutna,bronze,N?,ICT
ICT894,dissector,dissektorn,bronze,N?,ICT
ICT896,dissipated,skingras,bronze,N?,ICT
ACM1254,Distributed,Distribuerad,bronze,N?,ACM
ACM371,Distribution,Distribution,bronze,N?,ACM
ACM373,Documentation,Dokumentation,bronze,N?,ACM
ICT913,doing,gör,bronze,N?,ICT
ICT922,dongles,donglar,bronze,N?,ICT
ICT923,donor,donator,bronze,N?,ICT
ICT926,doubled,fördubblats,bronze,N?,ICT
ICT927,downconverting,nedkonvertering,bronze,N?,ICT
ICT931,drain,dränera,bronze,N?,ICT
ICT934,ducts,kanaler,bronze,N?,ICT
ICT936,duopoly,duopol,bronze,N?,ICT
ICT950,earlier,tidigare,bronze,N?,ICT
ICT951,early,tidig,bronze,N?,ICT
ACM1313,Economics,Ekonomi,bronze,N?,ACM
ACM1414,Economics,Ekonomi,bronze,N?,ACM
ICT957,economy,ekonomi,bronze,N?,ICT
ICT961,edition,utgåva,bronze,N?,ICT
ACM1291,Education,Utbildning,bronze,N?,ACM
ICT970,effectiveness,effektivitet,bronze,N?,ICT
ICT977,eight,åtta,bronze,N?,ICT
ICT978,elaborate,utarbeta,bronze,N?,ICT
ICT986,electromechanical,elektromekaniska,bronze,N?,ICT
ICT988,electronic,elektronisk,bronze,N?,ICT
ACM1304,Electronics,Elektronik,bronze,N?,ACM
ICT994,elephant,elefant,bronze,N?,ICT
ICT996,elsewhere,annorstädes,bronze,N?,ICT
ICT998,emanating,emanerar,bronze,N?,ICT
ICT999,embedded,inbäddade,bronze,N?,ICT
ICT1003,embodies,förkroppsligar,bronze,N?,ICT
ICT1008,emitting,emitterande,bronze,N?,ICT
ICT1010,emotion,känsla,bronze,N?,ICT
ICT1011,emphasis,tonvikt,bronze,N?,ICT
ICT1012,employed,anställd,bronze,N?,ICT
ACM1382,Employment,Sysselsättning,bronze,N?,ACM
ACM1387,Employment,Sysselsättning,bronze,N?,ACM
ICT1016,emulator,emulator,bronze,N?,ICT
ICT1026,encryption,kryptering,bronze,N?,ICT
ICT1032,energy,energi,bronze,N?,ICT
ICT1046,enforcement,verkställighet,bronze,N?,ICT
ACM1305,Engineering,Teknik,bronze,N?,ACM
ACM1160,Enhancement,Förbättring,bronze,N?,ACM
ICT1052,enjoy,njuta,bronze,N?,ICT
ICT1054,enormous,enorma,bronze,N?,ICT
ICT1055,enough,tillräckligt,bronze,N?,ICT
ICT1057,enriched,berikad,bronze,N?,ICT
ICT1061,enterprise,företagsamhet,bronze,N?,ICT
ICT1068,entire,hela,bronze,N?,ICT
ICT1070,entrepreneurship,entreprenörskap,bronze,N?,ICT
ICT1071,entry,tillträde,bronze,N?,ICT
ICT1072,envelope,kuvert,bronze,N?,ICT
ACM1248,Environments,Miljöer,bronze,N?,ACM
ICT1078,envisioned,föreställde,bronze,N?,ICT
ICT1079,epidemic,epidemi,bronze,N?,ICT
ICT1083,equated,likställas,bronze,N?,ICT
ICT1085,equivalent,ekvivalent,bronze,N?,ICT
ACM1129,Ergonomics,Ergonomi,bronze,N?,ACM
ICT1086,ergonomics,ergonomi,bronze,N?,ICT
ACM1372,Ethics,Etik,bronze,N?,ACM
ICT1097,ethics,etik,bronze,N?,ICT
ICT1098,Europay,Europay,bronze,N?,ICT
ICT1099,Europe,Europa,bronze,N?,ICT
ICT1100,European,europeiska,bronze,N?,ICT
ICT1107,everything,allt,bronze,N?,ICT
ICT1108,everywhere,överallt,bronze,N?,ICT
ICT1109,evolution,evolutionen,bronze,N?,ICT
ICT1110,exact,exakt,bronze,N?,ICT
ICT1114,excellent,utmärkt,bronze,N?,ICT
ICT1115,except,utom,bronze,N?,ICT
ICT1116,excess,överskott,bronze,N?,ICT
ICT1119,excluded,uteslutna,bronze,N?,ICT
ICT1120,exclusive,exklusivt,bronze,N?,ICT
ICT1123,exhibition,utställning,bronze,N?,ICT
ICT1127,expendables,utgiftsmaterial,bronze,N?,ICT
ICT1129,expensive,dyra,bronze,N?,ICT
ICT1130,experience,erfarenhet,bronze,N?,ICT
ICT1135,expert,sakkunnig,bronze,N?,ICT
ICT1144,expressiveness,uttrycksfullhet,bronze,N?,ICT
ICT1150,exterior,exteriör,bronze,N?,ICT
ICT1151,external,extern,bronze,N?,ICT
ICT1155,extremely,extremt,bronze,N?,ICT
ICT1157,faced,inför,bronze,N?,ICT
ICT1160,facility,anläggning,bronze,N?,ICT
ICT1161,Factoid,faktoid,bronze,N?,ICT
ICT1162,factor,faktor,bronze,N?,ICT
ICT1163,faculty,fakultet,bronze,N?,ICT
ICT1164,fading,blekning,bronze,N?,ICT
ICT1169,fairly,ganska,bronze,N?,ICT
ICT1170,family,familj,bronze,N?,ICT
ICT1171,famines,svält,bronze,N?,ICT
ICT1172,farther,längre,bronze,N?,ICT
ICT1173,fashion,mode,bronze,N?,ICT
ICT1174,faster,snabbare,bronze,N?,ICT
ICT1183,feasible,genomförbart,bronze,N?,ICT
ICT1194,feedback,återkoppling,bronze,N?,ICT
ICT1195,fewer,färre,bronze,N?,ICT
ICT1196,fibers,fibrer,bronze,N?,ICT
ICT1199,fidelity,trohet,bronze,N?,ICT
ICT1203,fighting,stridande,bronze,N?,ICT
ACM1161,Filtering,Filtrering,bronze,N?,ACM
ICT1213,finance,finans,bronze,N?,ICT
ICT1220,finely,fint,bronze,N?,ICT
ICT1221,fingerprint,fingeravtryck,bronze,N?,ICT
ICT1232,fleet,flotta,bronze,N?,ICT
ICT1236,flooding,översvämning,bronze,N?,ICT
ICT1239,flush,spola,bronze,N?,ICT
ICT1241,foldable,vikbar,bronze,N?,ICT
ICT1243,footfall,stegljud,bronze,N?,ICT
ICT1244,footnotes,fotnoter,bronze,N?,ICT
ICT1245,footprint,fotavtryck,bronze,N?,ICT
ICT1247,forecast,prognos,bronze,N?,ICT
ICT1253,formally,formellt,bronze,N?,ICT
ICT1256,forthcoming,kommande,bronze,N?,ICT
ICT1257,forum,forum,bronze,N?,ICT
ACM1137,Fractals,Fraktaler,bronze,N?,ACM
ACM445,Frameworks,Ramar,bronze,N?,ACM
ICT1268,franchising,franchising,bronze,N?,ICT
ICT1269,fraud,bedrägeri,bronze,N?,ICT
ICT1275,freedom,trygghet,bronze,N?,ICT
ICT1286,frozen,fryst,bronze,N?,ICT
ICT1291,fundamental,grundläggande,bronze,N?,ICT
ICT1292,funds,medel,bronze,N?,ICT
ICT1293,furnished,möblerad,bronze,N?,ICT
ICT1294,fused,kondenserad,bronze,N?,ICT
ICT1297,future,framtida,bronze,N?,ICT
ACM1002,Games,Spel,bronze,N?,ACM
ACM1462,Games,Spel,bronze,N?,ACM
ACM1255,Gaming,Spel,bronze,N?,ACM
ACM10,GENERAL,ALLMÄNT,bronze,N?,ACM
ACM1086,General,Allmänt,bronze,N?,ACM
ACM1146,General,Allmänt,bronze,N?,ACM
ACM115,General,Allmänt,bronze,N?,ACM
ACM12,General,Allmänt,bronze,N?,ACM
ACM1211,General,Allmänt,bronze,N?,ACM
ACM1236,General,Allmänt,bronze,N?,ACM
ACM1261,General,Allmänt,bronze,N?,ACM
ACM1288,GENERAL,ALLMÄNT,bronze,N?,ACM
ACM1338,GENERAL,ALLMÄNT,bronze,N?,ACM
ACM1351,General,Allmänt,bronze,N?,ACM
ACM136,General,Allmänt,bronze,N?,ACM
ACM1368,General,Allmänt,bronze,N?,ACM
ACM1398,General,Allmänt,bronze,N?,ACM
ACM1413,General,Allmänt,bronze,N?,ACM
ACM1448,General,Allmänt,bronze,N?,ACM
ACM1461,General,Allmänt,bronze,N?,ACM
ACM160,General,Allmänt,bronze,N?,ACM
ACM184,General,Allmänt,bronze,N?,ACM
ACM191,GENERAL,ALLMÄNT,bronze,N?,ACM
ACM198,General,Allmänt,bronze,N?,ACM
ACM2,GENERAL,ALLMÄNT,bronze,N?,ACM
ACM232,General,Allmänt,bronze,N?,ACM
ACM287,General,Allmänt,bronze,N?,ACM
ACM301,GENERAL,ALLMÄNT,bronze,N?,ACM
ACM303,General,Allmänt,bronze,N?,ACM
ACM40,General,Allmänt,bronze,N?,ACM
ACM416,General,Allmänt,bronze,N?,ACM
ACM468,General,Allmänt,bronze,N?,ACM
ACM535,GENERAL,ALLMÄNT,bronze,N?,ACM
ACM568,GENERAL,ALLMÄNT,bronze,N?,ACM
ACM570,General,Allmänt,bronze,N?,ACM
ACM59,General,Allmänt,bronze,N?,ACM
ACM594,General,Allmänt,bronze,N?,ACM
ACM612,General,Allmänt,bronze,N?,ACM
ACM635,General,Allmänt,bronze,N?,ACM
ACM663,GENERAL,ALLMÄNT,bronze,N?,ACM
ACM665,General,Allmänt,bronze,N?,ACM
ACM764,General,Allmänt,bronze,N?,ACM
ACM812,GENERAL,ALLMÄNT,bronze,N?,ACM
ACM814,General,Allmänt,bronze,N?,ACM
ACM825,General,Allmänt,bronze,N?,ACM
ACM84,General,Allmänt,bronze,N?,ACM
ACM869,General,Allmänt,bronze,N?,ACM
ACM908,General,Allmänt,bronze,N?,ACM
ACM928,General,Allmänt,bronze,N?,ACM
ACM978,GENERAL,ALLMÄNT,bronze,N?,ACM
ACM980,General,Allmänt,bronze,N?,ACM
ACM997,General,Allmänt,bronze,N?,ACM
ICT1313,generative,generativ,bronze,N?,ICT
ICT1314,generic,generisk,bronze,N?,ICT
ICT1329,geography,geografi,bronze,N?,ICT
ICT1330,geolocation,geolokalisering,bronze,N?,ICT
ICT1331,geologic,geologiska,bronze,N?,ICT
ICT1332,geometric,geometrisk,bronze,N?,ICT
ACM1215,Geometric,Geometriska,bronze,N?,ACM
ICT1334,geostationary,geostationary,bronze,N?,ICT
ICT1336,gestures,gester,bronze,N?,ICT
ICT1337,getting,få,bronze,N?,ICT
ICT1340,glasses,glasögon,bronze,N?,ICT
ICT1345,glucose,glukos,bronze,N?,ICT
ICT1350,good,bra,bronze,N?,ICT
ICT1351,goods,varor,bronze,N?,ICT
ACM1293,Government,Statsförvaltning,bronze,N?,ACM
ICT1357,graduate,kandidat,bronze,N?,ICT
ICT1358,graffiti,graffiti,bronze,N?,ICT
ACM1467,Graphics,Grafik,bronze,N?,ACM
ACM171,Graphics,Grafik,bronze,N?,ACM
ICT1365,green,grön,bronze,N?,ICT
ICT1366,gross,grov,bronze,N?,ICT
ICT1374,grouping,gruppering,bronze,N?,ICT
ICT1379,guess,gissa,bronze,N?,ICT
ICT1380,guest,gäst,bronze,N?,ICT
ICT1383,habitat,livsmiljö,bronze,N?,ICT
ICT1384,hacking,hacka,bronze,N?,ICT
ICT1386,haiku,haiku,bronze,N?,ICT
ICT1389,handheld,handhållen,bronze,N?,ICT
ICT1392,handoff,överlämning,bronze,N?,ICT
ICT1393,handover,överlämning,bronze,N?,ICT
ICT1397,handshaking,handskakning,bronze,N?,ICT
ICT1398,handwriting,handskrift,bronze,N?,ICT
ICT1401,haptics,haptiker,bronze,N?,ICT
ICT1403,hardcopy,papperskopia,bronze,N?,ICT
ICT1404,harder,hårdare,bronze,N?,ICT
ICT1405,hardware,hårdvara,bronze,N?,ICT
ACM1345,Hardware,Maskinvara,bronze,N?,ACM
ACM1470,Hardware,Maskinvara,bronze,N?,ACM
ACM9,Hardware,Maskinvara,bronze,N?,ACM
ACM1310,Health,Hälsovård,bronze,N?,ACM
ICT1417,hears,hör,bronze,N?,ICT
ICT1418,heart,hjärta,bronze,N?,ICT
ICT1419,heatset,heatset,bronze,N?,ICT
ICT1420,heavy,tung,bronze,N?,ICT
ICT1421,height,höjd,bronze,N?,ICT
ICT1422,heightmap,höjdkarta,bronze,N?,ICT
ICT1423,help,hjälpa,bronze,N?,ICT
ICT1429,hexadecimal,hexadecimalt,bronze,N?,ICT
ACM1204,Hierarchical,Hierarkisk,bronze,N?,ACM
ICT1447,hijacking,kapning,bronze,N?,ICT
ICT1449,hogging,svampsugna,bronze,N?,ICT
ICT1450,hold,hålla,bronze,N?,ICT
ICT1451,holes,hål,bronze,N?,ICT
ICT1452,holistic,helhetssyn,bronze,N?,ICT
ICT1462,hopefully,förhoppningsvis,bronze,N?,ICT
ICT1463,hopping,hoppande,bronze,N?,ICT
ICT1465,horizon,horisont,bronze,N?,ICT
ICT1466,horizontal,horisontell,bronze,N?,ICT
ICT1471,hotels,hotell,bronze,N?,ICT
ICT1473,Hourglass,timglas,bronze,N?,ICT
ICT1474,hours,timmar,bronze,N?,ICT
