id,eng_lemma,swe_lemma,status,pos,src
ACM454,Code generation,Kodgenerering,silver,N?,ACM
ACM356,Code inspections and walk-throughs,Kodgranskningar och genomgångar,silver,N?,ACM
ACM1453,Codes of ethics,Etiska regler,silver,N?,ACM
ACM1454,Codes of good practice,God sed,silver,N?,ACM
ACM556,CODING AND INFORMATION THEORY,Kodning och informationsteori,silver,N?,ACM
ACM337,Coding Tools and Techniques,Kodningsverktyg och kodningstekniker,silver,N?,ACM
ACM998,Cognitive simulation,Kognitiv simulering,silver,N?,ACM
ACM1080,Coherence and coordination,Koherens och koordination,silver,N?,ACM
ACM139,Combinational logic,Kombinatorisk logik,silver,N?,ACM
ACM1329,Command and control,Stridsledning,silver,N?,ACM
ACM527,Command and control languages,Kommandospråk och styrspråk,silver,N?,ACM
ACM1061,Commercial robots and applications,Kommersiella robotar och tillämpningar,silver,N?,ACM
ACM920,Communications Applications,Kommunikationstillämpningar,silver,N?,ACM
ACM493,Communications Management,Kommunikationshantering,silver,N?,ACM
ACM587,Complexity hierarchies,Komplexitetshierarkier,silver,N?,ACM
ACM380,Complexity measures,Komplexitetsmått,silver,N?,ACM
ACM586,Complexity Measures and Classes,Komplexitetsmått och komplexitetsklasser,silver,N?,ACM
ACM602,Complexity of proof procedures,Komplexitet hos bevisprocedurer,silver,N?,ACM
ACM1157,Compression,Komprimering,silver,N?,ACM
ACM569,COMPUTATION BY ABSTRACT DEVICES,DATABEHANDLING GENOM ABSTRAKTA ENHETER,silver,N?,ACM
ACM597,Computations in finite fields,Beräkningar på begränsade områden,silver,N?,ACM
ACM603,Computations on discrete structures,Beräkningar på diskreta strukturer,silver,N?,ACM
ACM598,Computations on matrices,Beräkningar av matriser,silver,N?,ACM
ACM599,Computations on polynomials,Beräkningar av polynomer,silver,N?,ACM
ACM1287,Computer Applications,Datortillämpningar,silver,N?,ACM
ACM1085,COMPUTER GRAPHICS,DATORGRAFIK,silver,N?,ACM
ACM1359,Computer science education,Utbildning i datavetenskap,silver,N?,ACM
ACM1425,Computer selection,Val av datorer,silver,N?,ACM
ACM286,COMPUTER SYSTEM IMPLEMENTATION,INFÖRANDE AV DATORSYSTEM,silver,N?,ACM
ACM190,Computer Systems Organization,Organisation av datorsystem,silver,N?,ACM
ACM1227,Computer vision,Datorseende,silver,N?,ACM
ACM1326,Computer-aided design,Datorstödd konstruktion,silver,N?,ACM
ACM1327,Computer-aided manufacturing,Datorstödd tillverkning,silver,N?,ACM
ACM324,Computer-aided software engineering,Datorstödd programkonstruktion,silver,N?,ACM
ACM231,COMPUTER-COMMUNICATION NETWORKS,Datakommunikationsnät,silver,N?,ACM
ACM1371,Computer-related health issues,Datorrelaterade hälsofrågor,silver,N?,ACM
ACM1386,Computer-supported collaborative work,Datorstött samarbete,silver,N?,ACM
ACM1350,COMPUTERS AND EDUCATION,DATORER OCH UTBILDNING,silver,N?,ACM
ACM1367,COMPUTERS AND SOCIETY,DATORER OCH SAMHÄLLE,silver,N?,ACM
ACM1328,COMPUTERS IN OTHER SYSTEMS,DATORER I ÖVRIGA SYSTEM,silver,N?,ACM
ACM1426,Computing equipment management,Förvaltning av datorutrustning,silver,N?,ACM
ACM977,Computing Methodologies,Databehandlingsmetoder,silver,N?,ACM
ACM1337,Computing Milieux,Databehandlingsmiljö,silver,N?,ACM
ACM1037,Concept learning,Begreppsinlärning,silver,N?,ACM
ACM306,Concurrent Programming,Jämlöpande programmering,silver,N?,ACM
ACM439,Concurrent programming structures,Jämlöpande programmeringsstrukturer,silver,N?,ACM
ACM4,Conference proceedings,Konferenshandlingar,silver,N?,ACM
ACM1038,Connectionism and neural nets,Konnektionism och neuronnät,silver,N?,ACM
ACM720,Constrained optimization,Framtvingad optimering,silver,N?,ACM
ACM424,Constraint and logic languages,Bundna språk och logikspråk,silver,N?,ACM
ACM1330,Consumer products,Konsumentprodukter,silver,N?,ACM
ACM118,Control design,Kontrolldesign,silver,N?,ACM
ACM13,Control Design Styles,Kontrolldesignmodeller,silver,N?,ACM
ACM441,Control structures,Kontrollstrukturer,silver,N?,ACM
ACM11,CONTROL STRUCTURES AND MICROPROGRAMMING,KONTROLLSTRUKTURER OCH MIKROPROGRAMMERING,silver,N?,ACM
ACM1053,Control theory,Kontrollteori,silver,N?,ACM
ACM348,Correctness proofs,Bevis på felfrihet,silver,N?,ACM
ACM507,Cryptographic controls,Kryptografiska kontroller,silver,N?,ACM
ACM1120,Curve,Representationer av kurvor,silver,N?,ACM
ACM1464,Data communications,Datakommunikation,silver,N?,ACM
ACM233,Data communications,Datakommunikation,silver,N?,ACM
ACM85,Data Communications Devices,Datakommunikationsenheter,silver,N?,ACM
ACM557,Data compaction and compression,Datakomprimering,silver,N?,ACM
ACM836,Data description languages,Databeskrivningsspråk,silver,N?,ACM
ACM551,DATA ENCRYPTION,KRYPTERING AV DATA,silver,N?,ACM
ACM837,Data manipulation languages,Datamanipuleringsspråk,silver,N?,ACM
ACM405,Data mapping,Datamappning,silver,N?,ACM
ACM862,Data mining,Datautvinning,silver,N?,ACM
ACM544,DATA STORAGE REPRESENTATIONS,REPRESENTATIONER INOM DATALAGRING,silver,N?,ACM
ACM536,DATA STRUCTURES,DATASTRUKTURER,silver,N?,ACM
ACM91,Data terminals and printers,Dataterminaler och skrivare,silver,N?,ACM
ACM443,Data types and structures,Datatyper och strukturer,silver,N?,ACM
ACM219,Data-flow architectures,Dataflödesarkitekturer,silver,N?,ACM
ACM425,Data-flow languages,Dataflödesspråk,silver,N?,ACM
ACM861,Database Applications,Databastillämpningar,silver,N?,ACM
ACM1465,Database processing,Databaser,silver,N?,ACM
ACM357,Debugging aids,Avlusningshjälpmedel,silver,N?,ACM
ACM325,Decision tables,Beslutstabeller,silver,N?,ACM
ACM1014,Deduction and Theorem Proving,Deduktion och teorembevisning,silver,N?,ACM
ACM622,Denotational semantics,Denotationssemantik,silver,N?,ACM
ACM1190,Depth cues,Djupindikatorer,silver,N?,ACM
ACM122,Design Aids,Designhjälpmedel,silver,N?,ACM
ACM151,Design Aids,Designhjälpmedel,silver,N?,ACM
ACM170,Design Aids,Designhjälpmedel,silver,N?,ACM
ACM426,Design languages,Designspråk,silver,N?,ACM
ACM189,Design management,Designstyrning,silver,N?,ACM
ACM280,Design studies,Designstudier,silver,N?,ACM
ACM137,Design Styles,Designmodeller,silver,N?,ACM
ACM64,Design Styles,Konstruktionsmetoder,silver,N?,ACM
ACM323,Design Tools and Techniques,Designverktyg och designtekniker,silver,N?,ACM
ACM1268,Desktop publishing,Datorstödd trycksaksproduktion,silver,N?,ACM
ACM910,Desktop publishing,Datorstödd trycksaksproduktion,silver,N?,ACM
ACM1149,Digitization and Image Capture,Digitalisering och bildfångst,silver,N?,ACM
ACM1103,Digitizing and scanning,Digitalisering och bildinläsning,silver,N?,ACM
ACM489,Directory structures,Katalogstrukturer,silver,N?,ACM
ACM1253,Discrete event,Diskret händelse,silver,N?,ACM
ACM1104,Display algorithms,Visningsalgoritmer,silver,N?,ACM
ACM1356,Distance learning,Distansinlärning,silver,N?,ACM
ACM259,Distributed applications,Distribuerade tillämpningar,silver,N?,ACM
ACM226,Distributed architectures,Distribuerade arkitekturer,silver,N?,ACM
ACM1079,Distributed Artificial Intelligence,Distribuerad artificiell intelligens,silver,N?,ACM
ACM1391,Distributed commercial transactions,Distribuerade handelstransaktioner,silver,N?,ACM
ACM538,Distributed data structures,Distribuerade datastrukturer,silver,N?,ACM
ACM260,Distributed databases,Distribuerade databaser,silver,N?,ACM
ACM359,Distributed debugging,Distribuerad avlusning,silver,N?,ACM
ACM490,Distributed file systems,Distribuerade filsystem,silver,N?,ACM
ACM479,Distributed memories,Distribuerade minnen,silver,N?,ACM
ACM240,Distributed networks,Distribuerade nät,silver,N?,ACM
ACM406,Distributed objects,Distribuerade objekt,silver,N?,ACM
ACM307,Distributed programming,Distribuerad programmering,silver,N?,ACM
ACM257,Distributed Systems,Distribuerade system,silver,N?,ACM
ACM514,Distributed systems,Distribuerade system,silver,N?,ACM
ACM1281,Document analysis,Dokumentanalys,silver,N?,ACM
ACM1280,Document Capture,Dokumentfångst,silver,N?,ACM
ACM1263,Document management,Dokumenthantering,silver,N?,ACM
ACM1267,Document Preparation,Dokumentpreparering,silver,N?,ACM
ACM400,Domain-specific architectures,Domänspecifika arkitekturer,silver,N?,ACM
ACM61,Dynamic memory,Dynamiskt RAM-minne,silver,N?,ACM
ACM1054,Dynamic programming,Dynamisk programmering,silver,N?,ACM
ACM444,Dynamic storage management,Dynamisk lagringshantering,silver,N?,ACM
ACM1303,Earth and atmospheric sciences,Geovetenskap och atmosfärsvetenskap,silver,N?,ACM
ACM1177,Edge and feature detection,Kantdetektering och särdragsdetektering,silver,N?,ACM
ACM1389,Electronic Commerce,Elektronisk handel,silver,N?,ACM
ACM1392,Electronic data interchange,Elektronisk meddelandeutväxling,silver,N?,ACM
ACM,Engelsk rubrik,Svensk rubrik,silver,N?,ACM
ACM558,Error control codes,Felkoder,silver,N?,ACM
ACM361,Error handling and recovery,Felhantering och återstart,silver,N?,ACM
ACM1455,Ethical dilemmas,Etiska dilemman,silver,N?,ACM
ACM989,Evaluation strategies,Utvärderingsstrategier,silver,N?,ACM
ACM326,Evolutionary prototyping,Stegvisa prototypsystem,silver,N?,ACM
ACM281,Fault tolerance,Feltolerans,silver,N?,ACM
ACM1181,Feature Measurement,Särdragsmätning,silver,N?,ACM
ACM1182,Feature representation,Särdragsrepresentation,silver,N?,ACM
ACM96,Fiber optics,Fiberoptik,silver,N?,ACM
ACM491,File organization,Organisation av filer,silver,N?,ACM
ACM487,File Systems Management,Hantering av filsystem,silver,N?,ACM
ACM1319,Fine arts,Sköna konsterna,silver,N?,ACM
ACM327,Flow charts,Flödesscheman,silver,N?,ACM
ACM654,Formal Languages,Formella språk,silver,N?,ACM
ACM349,Formal methods,Formella metoder,silver,N?,ACM
ACM559,Formal models of communication,Formella kommunikationsmodeller,silver,N?,ACM
ACM1269,Format and notation,Format och teckensystem,silver,N?,ACM
ACM241,Frame relay networks,Frame relay-nät,silver,N?,ACM
ACM1025,Frames and scripts,Ramar och manuskript,silver,N?,ACM
ACM1214,Fuzzy set,Oskarp mängd-baserade,silver,N?,ACM
ACM480,Garbage collection,Skräpsamling,silver,N?,ACM
ACM164,Gate arrays,Logiska grindar,silver,N?,ACM
ACM315,General,Allmänt,silver,N?,ACM
ACM1,General Literature,Allmän litteratur,silver,N?,ACM
ACM816,General systems theory,Allmän systemteori,silver,N?,ACM
ACM1121,Geometric algorithms,Geometriska algoritmer,silver,N?,ACM
ACM1162,Geometric correction,Geometrisk korrigering,silver,N?,ACM
ACM604,Geometrical problems and computations,Geometriska problem och beräkningar,silver,N?,ACM
ACM722,Global optimization,Global optimering,silver,N?,ACM
ACM1405,Governmental Issues,Statliga frågor,silver,N?,ACM
ACM367,Graphical environments,Grafiska miljöer,silver,N?,ACM
ACM1110,Graphics editors,Grafiska editorer,silver,N?,ACM
ACM1111,Graphics packages,Grafiska programpaket,silver,N?,ACM
ACM1088,Graphics processors,Grafikprocessorer,silver,N?,ACM
ACM1107,Graphics Utilities,Grafiska hjälpprogram,silver,N?,ACM
ACM539,Graphs and networks,Grafer och nät,silver,N?,ACM
ACM1163,Grayscale manipulation,Gråskalehantering,silver,N?,ACM
ACM1087,Hardware Architecture,Maskinvaruarkitektur,silver,N?,ACM
ACM124,Hardware description languages,Beskrivningsspråk för maskinvara,silver,N?,ACM
ACM153,Hardware description languages,Beskrivningsspråk för maskinvara,silver,N?,ACM
ACM547,Hash-table representations,Hashtabell-representationer,silver,N?,ACM
ACM1056,Heuristic methods,Heuristiska metoder,silver,N?,ACM
ACM1122,Hierarchy and geometric transformations,Hierarki och geometriska transformationer,silver,N?,ACM
ACM54,High-Speed Arithmetic,Höghastighetsaritmetik,silver,N?,ACM
ACM1344,HISTORY OF COMPUTING,Databehandlingens historia,silver,N?,ACM
ACM1373,Human safety,Arbetarskydd,silver,N?,ACM
ACM863,Image databases,Bilddatabaser,silver,N?,ACM
ACM92,Image display,Bildvisning,silver,N?,ACM
ACM1147,Image displays,Bildskärmar,silver,N?,ACM
ACM1148,Image processing software,Bildbehandlingsprogram,silver,N?,ACM
ACM1203,Image Representation,Bildrepresentation,silver,N?,ACM
ACM1151,Imaging geometry,Bildgeometri,silver,N?,ACM
ACM1231,Implementation,Implementering,silver,N?,ACM
ACM457,Incremental compilers,Inkrementella kompilatorer,silver,N?,ACM
ACM1271,Index generation,Indexgenerering,silver,N?,ACM
ACM1003,Industrial automation,Industriell automation,silver,N?,ACM
ACM1331,Industrial control,Industriell styrning,silver,N?,ACM
ACM1017,Inference engines,Inferensmotorer,silver,N?,ACM
ACM881,Information filtering,Filtrering av information,silver,N?,ACM
ACM508,Information flow controls,Flödeskontroller,silver,N?,ACM
ACM811,Information Systems,Informationssystem,silver,N?,ACM
ACM907,INFORMATION SYSTEMS APPLICATIONS,INFORMATIONSSYSTEMTILLÄMPNINGAR,silver,N?,ACM
ACM1361,Information systems education,Utbildning i informationssystem,silver,N?,ACM
ACM1090,Input devices,Inenheter,silver,N?,ACM
ACM1423,Installation Management,Installationshantering,silver,N?,ACM
ACM35,Instruction set interpretation,Tolkning av instruktionsuppsättningar,silver,N?,ACM
ACM159,INTEGRATED CIRCUITS,INTEGRERADE KRETSAR,silver,N?,ACM
ACM368,Integrated environments,Integrerade miljöer,silver,N?,ACM
ACM1393,Intellectual property,Immateriell egendom,silver,N?,ACM
ACM1374,Intellectual property rights,Upphovsrätt,silver,N?,ACM
ACM1081,Intelligent agents,Intelligenta agenter,silver,N?,ACM
ACM1131,Interaction techniques,Interaktionstekniker,silver,N?,ACM
ACM580,Interactive and reactive computation,Interaktiv och reaktiv databehandling,silver,N?,ACM
ACM369,Interactive environments,Interaktiva miljöer,silver,N?,ACM
ACM1232,Interactive systems,Interaktiva system,silver,N?,ACM
ACM516,Interactive systems,Interaktiva system,silver,N?,ACM
ACM407,Interface definition languages,Definitionsspråk för gränssnitt,silver,N?,ACM
ACM6,INTRODUCTORY AND SURVEY,Introduktion och överblick,silver,N?,ACM
ACM242,ISDN,ISDN,silver,N?,ACM
ACM1169,Kalman filtering,Kalmanfiltrering,silver,N?,ACM
ACM1062,Kinematics and dynamics,Kinematik och dynamik,silver,N?,ACM
ACM1040,Knowledge acquisition,Kunskapsinsamling,silver,N?,ACM
ACM1041,Language acquisition,Språktillägnande,silver,N?,ACM
ACM421,Language Classifications,Språkklasser,silver,N?,ACM
ACM1045,Language generation,Språkgenerering,silver,N?,ACM
ACM1046,Language models,Språkmodeller,silver,N?,ACM
ACM1047,Language parsing and understanding,Språkparsning och språkförståelse,silver,N?,ACM
ACM1320,Language translation,Språköversättning,silver,N?,ACM
ACM835,Languages,Språk,silver,N?,ACM
ACM28,Languages and compilers,Språk och kompilatorer,silver,N?,ACM
ACM1082,Languages and structures,Språk och strukturer,silver,N?,ACM
ACM1272,Languages and systems,Språk och system,silver,N?,ACM
ACM1035,Learning,Inlärning,silver,N?,ACM
ACM1397,LEGAL ASPECTS OF COMPUTING,RÄTTSLIGA ASPEKTER PÅ DATABEHANDLING,silver,N?,ACM
ACM1308,LIFE AND MEDICAL SCIENCES,BIOLOGI OCH MEDICIN,silver,N?,ACM
ACM388,Life cycle,Livscykel,silver,N?,ACM
ACM1416,Life cycle,Livscykler,silver,N?,ACM
ACM548,Linked representations,Länkade representationer,silver,N?,ACM
ACM1362,Literacy,Läs- och skrivkunnighet,silver,N?,ACM
ACM140,Logic arrays,Logiska grindar,silver,N?,ACM
ACM135,LOGIC DESIGN,LOGISK DESIGN,silver,N?,ACM
ACM1018,Logic programming,Logikprogrammering,silver,N?,ACM
